Frequency,AngleAttack,ChordLength,FreeStreamVelocity,SuctionSide,Sound
2000,2.7,0.1524,71.3,0.00243851,130.114
2500,2.7,0.1524,71.3,0.00243851,128.334
3150,2.7,0.1524,71.3,0.00243851,127.054
4000,2.7,0.1524,71.3,0.00243851,126.53399999999999
5000,2.7,0.1524,71.3,0.00243851,124.36399999999999
6300,2.7,0.1524,71.3,0.00243851,121.944
8000,2.7,0.1524,71.3,0.00243851,120.53399999999999
10000,2.7,0.1524,71.3,0.00243851,116.72399999999999
12500,2.7,0.1524,71.3,0.00243851,113.03399999999999
16000,2.7,0.1524,71.3,0.00243851,110.36399999999999
500,2.7,0.1524,39.6,0.00294804,121.009
630,2.7,0.1524,39.6,0.00294804,125.809
800,2.7,0.1524,39.6,0.00294804,128.829
1000,2.7,0.1524,39.6,0.00294804,130.589
1250,2.7,0.1524,39.6,0.00294804,130.829
1600,2.7,0.1524,39.6,0.00294804,130.049
2000,2.7,0.1524,39.6,0.00294804,128.139
2500,2.7,0.1524,39.6,0.00294804,125.589
3150,2.7,0.1524,39.6,0.00294804,122.919
4000,2.7,0.1524,39.6,0.00294804,121.889
5000,2.7,0.1524,39.6,0.00294804,121.499
6300,2.7,0.1524,39.6,0.00294804,119.209
8000,2.7,0.1524,39.6,0.00294804,116.65899999999999
10000,2.7,0.1524,39.6,0.00294804,112.589
12500,2.7,0.1524,39.6,0.00294804,108.649
400,5.4,0.1524,71.3,0.00401199,124.12100000000001
500,5.4,0.1524,71.3,0.00401199,126.291
630,5.4,0.1524,71.3,0.00401199,128.971
800,5.4,0.1524,71.3,0.00401199,131.281
1000,5.4,0.1524,71.3,0.00401199,133.201
1250,5.4,0.1524,71.3,0.00401199,134.111
1600,5.4,0.1524,71.3,0.00401199,133.241
2000,5.4,0.1524,71.3,0.00401199,131.111
2500,5.4,0.1524,71.3,0.00401199,127.59100000000001
3150,5.4,0.1524,71.3,0.00401199,123.311
4000,5.4,0.1524,71.3,0.00401199,121.431
5000,5.4,0.1524,71.3,0.00401199,120.061
6300,5.4,0.1524,71.3,0.00401199,116.411
400,5.4,0.1524,55.5,0.00433288,126.807
500,5.4,0.1524,55.5,0.00433288,129.36700000000002
630,5.4,0.1524,55.5,0.00433288,131.80700000000002
800,5.4,0.1524,55.5,0.00433288,133.097
1000,5.4,0.1524,55.5,0.00433288,132.127
1250,5.4,0.1524,55.5,0.00433288,130.77700000000002
1600,5.4,0.1524,55.5,0.00433288,130.567
2000,5.4,0.1524,55.5,0.00433288,128.707
2500,5.4,0.1524,55.5,0.00433288,124.07700000000001
3150,5.4,0.1524,55.5,0.00433288,121.587
4000,5.4,0.1524,55.5,0.00433288,119.73700000000001
5000,5.4,0.1524,55.5,0.00433288,118.757
6300,5.4,0.1524,55.5,0.00433288,117.287
8000,5.4,0.1524,55.5,0.00433288,114.927
315,5.4,0.1524,39.6,0.00485029,125.34700000000001
400,5.4,0.1524,39.6,0.00485029,127.637
500,5.4,0.1524,39.6,0.00485029,129.937
630,5.4,0.1524,39.6,0.00485029,132.357
800,5.4,0.1524,39.6,0.00485029,132.757
1000,5.4,0.1524,39.6,0.00485029,130.507
1250,5.4,0.1524,39.6,0.00485029,127.117
1600,5.4,0.1524,39.6,0.00485029,126.26700000000001
2000,5.4,0.1524,39.6,0.00485029,124.647
2500,5.4,0.1524,39.6,0.00485029,120.49700000000001
3150,5.4,0.1524,39.6,0.00485029,119.137
4000,5.4,0.1524,39.6,0.00485029,117.137
5000,5.4,0.1524,39.6,0.00485029,117.037
6300,5.4,0.1524,39.6,0.00485029,116.677
315,5.4,0.1524,31.7,0.00525474,125.741
400,5.4,0.1524,31.7,0.00525474,127.781
500,5.4,0.1524,31.7,0.00525474,129.681
630,5.4,0.1524,31.7,0.00525474,131.471
800,5.4,0.1524,31.7,0.00525474,131.491
1000,5.4,0.1524,31.7,0.00525474,128.241
1250,5.4,0.1524,31.7,0.00525474,123.991
1600,5.4,0.1524,31.7,0.00525474,123.76100000000001
2000,5.4,0.1524,31.7,0.00525474,122.771
2500,5.4,0.1524,31.7,0.00525474,119.15100000000001
3150,5.4,0.1524,31.7,0.00525474,118.291
4000,5.4,0.1524,31.7,0.00525474,116.181
5000,5.4,0.1524,31.7,0.00525474,115.691
6300,5.4,0.1524,31.7,0.00525474,115.59100000000001
315,7.2,0.1524,71.3,0.00752039,128.713
400,7.2,0.1524,71.3,0.00752039,130.123
500,7.2,0.1524,71.3,0.00752039,132.043
630,7.2,0.1524,71.3,0.00752039,134.85299999999998
800,7.2,0.1524,71.3,0.00752039,136.023
1000,7.2,0.1524,71.3,0.00752039,134.273
1250,7.2,0.1524,71.3,0.00752039,132.513
1600,7.2,0.1524,71.3,0.00752039,130.893
2000,7.2,0.1524,71.3,0.00752039,128.643
2500,7.2,0.1524,71.3,0.00752039,124.353
3150,7.2,0.1524,71.3,0.00752039,116.78299999999999
4000,7.2,0.1524,71.3,0.00752039,119.34299999999999
5000,7.2,0.1524,71.3,0.00752039,118.34299999999999
6300,7.2,0.1524,71.3,0.00752039,116.603
8000,7.2,0.1524,71.3,0.00752039,113.333
10000,7.2,0.1524,71.3,0.00752039,110.31299999999999
250,7.2,0.1524,39.6,0.00909175,127.488
315,7.2,0.1524,39.6,0.00909175,130.558
400,7.2,0.1524,39.6,0.00909175,132.118
500,7.2,0.1524,39.6,0.00909175,132.658
630,7.2,0.1524,39.6,0.00909175,133.19799999999998
800,7.2,0.1524,39.6,0.00909175,132.358
1000,7.2,0.1524,39.6,0.00909175,128.338
1250,7.2,0.1524,39.6,0.00909175,122.428
1600,7.2,0.1524,39.6,0.00909175,120.05799999999999
2000,7.2,0.1524,39.6,0.00909175,120.228
2500,7.2,0.1524,39.6,0.00909175,117.478
3150,7.2,0.1524,39.6,0.00909175,111.818
4000,7.2,0.1524,39.6,0.00909175,114.258
5000,7.2,0.1524,39.6,0.00909175,113.288
6300,7.2,0.1524,39.6,0.00909175,112.68799999999999
8000,7.2,0.1524,39.6,0.00909175,111.588
10000,7.2,0.1524,39.6,0.00909175,110.868
200,9.9,0.1524,71.3,0.019300099999999997,134.319
250,9.9,0.1524,71.3,0.019300099999999997,135.329
315,9.9,0.1524,71.3,0.019300099999999997,135.459
400,9.9,0.1524,71.3,0.019300099999999997,135.079
500,9.9,0.1524,71.3,0.019300099999999997,131.279
630,9.9,0.1524,71.3,0.019300099999999997,129.889
800,9.9,0.1524,71.3,0.019300099999999997,128.879
1000,9.9,0.1524,71.3,0.019300099999999997,126.34899999999999
1250,9.9,0.1524,71.3,0.019300099999999997,122.679
1600,9.9,0.1524,71.3,0.019300099999999997,121.789
2000,9.9,0.1524,71.3,0.019300099999999997,120.779
2500,9.9,0.1524,71.3,0.019300099999999997,119.639
3150,9.9,0.1524,71.3,0.019300099999999997,116.84899999999999
4000,9.9,0.1524,71.3,0.019300099999999997,115.079
5000,9.9,0.1524,71.3,0.019300099999999997,114.569
6300,9.9,0.1524,71.3,0.019300099999999997,112.039
200,9.9,0.1524,55.5,0.0208438,131.955
250,9.9,0.1524,55.5,0.0208438,133.235
315,9.9,0.1524,55.5,0.0208438,132.355
400,9.9,0.1524,55.5,0.0208438,131.605
500,9.9,0.1524,55.5,0.0208438,127.815
630,9.9,0.1524,55.5,0.0208438,127.315
800,9.9,0.1524,55.5,0.0208438,126.565
1000,9.9,0.1524,55.5,0.0208438,124.665
1250,9.9,0.1524,55.5,0.0208438,121.635
1600,9.9,0.1524,55.5,0.0208438,119.875
2000,9.9,0.1524,55.5,0.0208438,119.505
2500,9.9,0.1524,55.5,0.0208438,118.365
3150,9.9,0.1524,55.5,0.0208438,115.085
4000,9.9,0.1524,55.5,0.0208438,112.945
5000,9.9,0.1524,55.5,0.0208438,112.065
6300,9.9,0.1524,55.5,0.0208438,110.555
200,9.9,0.1524,39.6,0.0233328,127.315
250,9.9,0.1524,39.6,0.0233328,128.335
315,9.9,0.1524,39.6,0.0233328,128.595
400,9.9,0.1524,39.6,0.0233328,128.345
500,9.9,0.1524,39.6,0.0233328,126.835
630,9.9,0.1524,39.6,0.0233328,126.465
800,9.9,0.1524,39.6,0.0233328,126.345
1000,9.9,0.1524,39.6,0.0233328,123.835
1250,9.9,0.1524,39.6,0.0233328,120.555
1600,9.9,0.1524,39.6,0.0233328,118.545
2000,9.9,0.1524,39.6,0.0233328,117.925
2500,9.9,0.1524,39.6,0.0233328,116.295
3150,9.9,0.1524,39.6,0.0233328,113.525
4000,9.9,0.1524,39.6,0.0233328,112.265
5000,9.9,0.1524,39.6,0.0233328,111.135
6300,9.9,0.1524,39.6,0.0233328,109.885
200,9.9,0.1524,31.7,0.0252785,127.29899999999999
250,9.9,0.1524,31.7,0.0252785,128.559
315,9.9,0.1524,31.7,0.0252785,128.809
400,9.9,0.1524,31.7,0.0252785,128.939
500,9.9,0.1524,31.7,0.0252785,127.179
630,9.9,0.1524,31.7,0.0252785,126.04899999999999
800,9.9,0.1524,31.7,0.0252785,125.539
1000,9.9,0.1524,31.7,0.0252785,122.149
1250,9.9,0.1524,31.7,0.0252785,118.619
1600,9.9,0.1524,31.7,0.0252785,117.119
2000,9.9,0.1524,31.7,0.0252785,116.859
2500,9.9,0.1524,31.7,0.0252785,114.729
3150,9.9,0.1524,31.7,0.0252785,112.209
4000,9.9,0.1524,31.7,0.0252785,111.459
5000,9.9,0.1524,31.7,0.0252785,109.949
6300,9.9,0.1524,31.7,0.0252785,108.689
200,12.6,0.1524,71.3,0.0483159,128.35399999999998
250,12.6,0.1524,71.3,0.0483159,129.744
315,12.6,0.1524,71.3,0.0483159,128.484
400,12.6,0.1524,71.3,0.0483159,127.094
500,12.6,0.1524,71.3,0.0483159,121.664
630,12.6,0.1524,71.3,0.0483159,123.304
800,12.6,0.1524,71.3,0.0483159,123.054
1000,12.6,0.1524,71.3,0.0483159,122.044
1250,12.6,0.1524,71.3,0.0483159,120.154
1600,12.6,0.1524,71.3,0.0483159,120.53399999999999
2000,12.6,0.1524,71.3,0.0483159,117.50399999999999
2500,12.6,0.1524,71.3,0.0483159,115.234
3150,12.6,0.1524,71.3,0.0483159,113.334
4000,12.6,0.1524,71.3,0.0483159,108.03399999999999
5000,12.6,0.1524,71.3,0.0483159,108.03399999999999
6300,12.6,0.1524,71.3,0.0483159,107.28399999999999
200,12.6,0.1524,39.6,0.058411300000000006,114.75
250,12.6,0.1524,39.6,0.058411300000000006,115.89
315,12.6,0.1524,39.6,0.058411300000000006,116.02
400,12.6,0.1524,39.6,0.058411300000000006,115.91
500,12.6,0.1524,39.6,0.058411300000000006,114.9
630,12.6,0.1524,39.6,0.058411300000000006,116.55
800,12.6,0.1524,39.6,0.058411300000000006,116.56
1000,12.6,0.1524,39.6,0.058411300000000006,114.67
1250,12.6,0.1524,39.6,0.058411300000000006,112.16
1600,12.6,0.1524,39.6,0.058411300000000006,110.78
2000,12.6,0.1524,39.6,0.058411300000000006,109.52
2500,12.6,0.1524,39.6,0.058411300000000006,106.88
3150,12.6,0.1524,39.6,0.058411300000000006,106.26
4000,12.6,0.1524,39.6,0.058411300000000006,104.5
5000,12.6,0.1524,39.6,0.058411300000000006,104.13
6300,12.6,0.1524,39.6,0.058411300000000006,103.38
800,0.0,0.0508,71.3,0.000740478,130.96
1000,0.0,0.0508,71.3,0.000740478,129.45
1250,0.0,0.0508,71.3,0.000740478,128.56
1600,0.0,0.0508,71.3,0.000740478,129.68
2000,0.0,0.0508,71.3,0.000740478,131.06
2500,0.0,0.0508,71.3,0.000740478,131.31
3150,0.0,0.0508,71.3,0.000740478,135.07
4000,0.0,0.0508,71.3,0.000740478,134.43
5000,0.0,0.0508,71.3,0.000740478,134.43
6300,0.0,0.0508,71.3,0.000740478,133.04
8000,0.0,0.0508,71.3,0.000740478,130.89
10000,0.0,0.0508,71.3,0.000740478,128.74
12500,0.0,0.0508,71.3,0.000740478,125.22
800,0.0,0.0508,55.5,0.00076193,124.336
1000,0.0,0.0508,55.5,0.00076193,125.586
1250,0.0,0.0508,55.5,0.00076193,127.07600000000001
1600,0.0,0.0508,55.5,0.00076193,128.576
2000,0.0,0.0508,55.5,0.00076193,131.45600000000002
2500,0.0,0.0508,55.5,0.00076193,133.95600000000002
3150,0.0,0.0508,55.5,0.00076193,134.826
4000,0.0,0.0508,55.5,0.00076193,134.946
5000,0.0,0.0508,55.5,0.00076193,134.556
6300,0.0,0.0508,55.5,0.00076193,132.796
8000,0.0,0.0508,55.5,0.00076193,130.156
10000,0.0,0.0508,55.5,0.00076193,127.63600000000001
12500,0.0,0.0508,55.5,0.00076193,125.376
800,0.0,0.0508,39.6,0.000791822,126.508
1000,0.0,0.0508,39.6,0.000791822,127.63799999999999
1250,0.0,0.0508,39.6,0.000791822,129.148
1600,0.0,0.0508,39.6,0.000791822,130.908
2000,0.0,0.0508,39.6,0.000791822,132.918
2500,0.0,0.0508,39.6,0.000791822,134.938
3150,0.0,0.0508,39.6,0.000791822,135.938
4000,0.0,0.0508,39.6,0.000791822,135.308
5000,0.0,0.0508,39.6,0.000791822,134.308
6300,0.0,0.0508,39.6,0.000791822,131.918
8000,0.0,0.0508,39.6,0.000791822,128.518
10000,0.0,0.0508,39.6,0.000791822,125.99799999999999
12500,0.0,0.0508,39.6,0.000791822,123.988
800,0.0,0.0508,31.7,0.000812164,122.79
1000,0.0,0.0508,31.7,0.000812164,126.78
1250,0.0,0.0508,31.7,0.000812164,129.27
1600,0.0,0.0508,31.7,0.000812164,131.01
2000,0.0,0.0508,31.7,0.000812164,133.01
2500,0.0,0.0508,31.7,0.000812164,134.87
3150,0.0,0.0508,31.7,0.000812164,135.49
4000,0.0,0.0508,31.7,0.000812164,134.11
5000,0.0,0.0508,31.7,0.000812164,133.23
6300,0.0,0.0508,31.7,0.000812164,130.34
8000,0.0,0.0508,31.7,0.000812164,126.59
10000,0.0,0.0508,31.7,0.000812164,122.45
12500,0.0,0.0508,31.7,0.000812164,119.07
1600,4.2,0.0508,71.3,0.00142788,124.318
2000,4.2,0.0508,71.3,0.00142788,129.84799999999998
2500,4.2,0.0508,71.3,0.00142788,131.97799999999998
3150,4.2,0.0508,71.3,0.00142788,133.72799999999998
4000,4.2,0.0508,71.3,0.00142788,133.59799999999998
5000,4.2,0.0508,71.3,0.00142788,132.828
6300,4.2,0.0508,71.3,0.00142788,129.308
8000,4.2,0.0508,71.3,0.00142788,125.26799999999999
10000,4.2,0.0508,71.3,0.00142788,121.238
12500,4.2,0.0508,71.3,0.00142788,117.32799999999999
1000,4.2,0.0508,39.6,0.00152689,125.647
1250,4.2,0.0508,39.6,0.00152689,128.42700000000002
1600,4.2,0.0508,39.6,0.00152689,130.197
2000,4.2,0.0508,39.6,0.00152689,132.58700000000002
2500,4.2,0.0508,39.6,0.00152689,133.847
3150,4.2,0.0508,39.6,0.00152689,133.58700000000002
4000,4.2,0.0508,39.6,0.00152689,131.80700000000002
5000,4.2,0.0508,39.6,0.00152689,129.77700000000002
6300,4.2,0.0508,39.6,0.00152689,125.71700000000001
8000,4.2,0.0508,39.6,0.00152689,120.397
10000,4.2,0.0508,39.6,0.00152689,116.96700000000001
800,8.4,0.0508,71.3,0.00529514,127.556
1000,8.4,0.0508,71.3,0.00529514,129.946
1250,8.4,0.0508,71.3,0.00529514,132.086
1600,8.4,0.0508,71.3,0.00529514,133.846
2000,8.4,0.0508,71.3,0.00529514,134.476
2500,8.4,0.0508,71.3,0.00529514,134.226
3150,8.4,0.0508,71.3,0.00529514,131.966
4000,8.4,0.0508,71.3,0.00529514,126.926
5000,8.4,0.0508,71.3,0.00529514,121.146
400,8.4,0.0508,55.5,0.00544854,121.58200000000001
500,8.4,0.0508,55.5,0.00544854,123.742
630,8.4,0.0508,55.5,0.00544854,126.152
800,8.4,0.0508,55.5,0.00544854,128.562
1000,8.4,0.0508,55.5,0.00544854,130.722
1250,8.4,0.0508,55.5,0.00544854,132.252
1600,8.4,0.0508,55.5,0.00544854,133.032
2000,8.4,0.0508,55.5,0.00544854,133.042
2500,8.4,0.0508,55.5,0.00544854,131.542
3150,8.4,0.0508,55.5,0.00544854,128.40200000000002
4000,8.4,0.0508,55.5,0.00544854,122.61200000000001
5000,8.4,0.0508,55.5,0.00544854,115.81200000000001
400,8.4,0.0508,39.6,0.00566229,120.015
500,8.4,0.0508,39.6,0.00566229,122.905
630,8.4,0.0508,39.6,0.00566229,126.045
800,8.4,0.0508,39.6,0.00566229,128.435
1000,8.4,0.0508,39.6,0.00566229,130.195
1250,8.4,0.0508,39.6,0.00566229,131.205
1600,8.4,0.0508,39.6,0.00566229,130.965
2000,8.4,0.0508,39.6,0.00566229,129.965
2500,8.4,0.0508,39.6,0.00566229,127.465
3150,8.4,0.0508,39.6,0.00566229,123.965
4000,8.4,0.0508,39.6,0.00566229,118.955
400,8.4,0.0508,31.7,0.00580776,120.07600000000001
500,8.4,0.0508,31.7,0.00580776,122.96600000000001
630,8.4,0.0508,31.7,0.00580776,125.85600000000001
800,8.4,0.0508,31.7,0.00580776,128.246
1000,8.4,0.0508,31.7,0.00580776,129.516
1250,8.4,0.0508,31.7,0.00580776,130.156
1600,8.4,0.0508,31.7,0.00580776,129.296
2000,8.4,0.0508,31.7,0.00580776,127.686
2500,8.4,0.0508,31.7,0.00580776,125.57600000000001
3150,8.4,0.0508,31.7,0.00580776,122.086
4000,8.4,0.0508,31.7,0.00580776,118.10600000000001
200,11.2,0.0508,71.3,0.014072,125.941
250,11.2,0.0508,71.3,0.014072,127.101
315,11.2,0.0508,71.3,0.014072,128.381
400,11.2,0.0508,71.3,0.014072,129.281
500,11.2,0.0508,71.3,0.014072,130.311
630,11.2,0.0508,71.3,0.014072,133.611
800,11.2,0.0508,71.3,0.014072,136.031
1000,11.2,0.0508,71.3,0.014072,136.941
1250,11.2,0.0508,71.3,0.014072,136.191
1600,11.2,0.0508,71.3,0.014072,135.191
2000,11.2,0.0508,71.3,0.014072,133.311
2500,11.2,0.0508,71.3,0.014072,130.541
3150,11.2,0.0508,71.3,0.014072,127.141
4000,11.2,0.0508,71.3,0.014072,122.471
200,11.2,0.0508,39.6,0.015047799999999998,125.01
250,11.2,0.0508,39.6,0.015047799999999998,126.43
315,11.2,0.0508,39.6,0.015047799999999998,128.99
400,11.2,0.0508,39.6,0.015047799999999998,130.67
500,11.2,0.0508,39.6,0.015047799999999998,131.96
630,11.2,0.0508,39.6,0.015047799999999998,133.13
800,11.2,0.0508,39.6,0.015047799999999998,133.79
1000,11.2,0.0508,39.6,0.015047799999999998,132.43
1250,11.2,0.0508,39.6,0.015047799999999998,130.05
1600,11.2,0.0508,39.6,0.015047799999999998,126.54
2000,11.2,0.0508,39.6,0.015047799999999998,124.42
2500,11.2,0.0508,39.6,0.015047799999999998,122.17
3150,11.2,0.0508,39.6,0.015047799999999998,119.67
4000,11.2,0.0508,39.6,0.015047799999999998,115.52
200,15.4,0.0508,71.3,0.0264269,123.595
250,15.4,0.0508,71.3,0.0264269,124.835
315,15.4,0.0508,71.3,0.0264269,126.195
400,15.4,0.0508,71.3,0.0264269,126.805
500,15.4,0.0508,71.3,0.0264269,127.285
630,15.4,0.0508,71.3,0.0264269,129.645
800,15.4,0.0508,71.3,0.0264269,131.515
1000,15.4,0.0508,71.3,0.0264269,131.865
1250,15.4,0.0508,71.3,0.0264269,130.845
1600,15.4,0.0508,71.3,0.0264269,130.065
2000,15.4,0.0508,71.3,0.0264269,129.285
2500,15.4,0.0508,71.3,0.0264269,127.625
3150,15.4,0.0508,71.3,0.0264269,125.715
4000,15.4,0.0508,71.3,0.0264269,122.675
5000,15.4,0.0508,71.3,0.0264269,119.135
6300,15.4,0.0508,71.3,0.0264269,115.215
8000,15.4,0.0508,71.3,0.0264269,112.675
200,15.4,0.0508,55.5,0.0271925,122.94
250,15.4,0.0508,55.5,0.0271925,124.17
315,15.4,0.0508,55.5,0.0271925,125.39
400,15.4,0.0508,55.5,0.0271925,126.5
500,15.4,0.0508,55.5,0.0271925,127.22
630,15.4,0.0508,55.5,0.0271925,129.33
800,15.4,0.0508,55.5,0.0271925,130.43
1000,15.4,0.0508,55.5,0.0271925,130.4
1250,15.4,0.0508,55.5,0.0271925,130.0
1600,15.4,0.0508,55.5,0.0271925,128.2
2000,15.4,0.0508,55.5,0.0271925,127.04
2500,15.4,0.0508,55.5,0.0271925,125.63
3150,15.4,0.0508,55.5,0.0271925,123.46
4000,15.4,0.0508,55.5,0.0271925,120.92
5000,15.4,0.0508,55.5,0.0271925,117.11
6300,15.4,0.0508,55.5,0.0271925,112.93
200,15.4,0.0508,39.6,0.0282593,121.78299999999999
250,15.4,0.0508,39.6,0.0282593,122.89299999999999
315,15.4,0.0508,39.6,0.0282593,124.493
400,15.4,0.0508,39.6,0.0282593,125.353
500,15.4,0.0508,39.6,0.0282593,125.963
630,15.4,0.0508,39.6,0.0282593,127.443
800,15.4,0.0508,39.6,0.0282593,128.423
1000,15.4,0.0508,39.6,0.0282593,127.89299999999999
1250,15.4,0.0508,39.6,0.0282593,126.743
1600,15.4,0.0508,39.6,0.0282593,124.84299999999999
2000,15.4,0.0508,39.6,0.0282593,123.443
2500,15.4,0.0508,39.6,0.0282593,122.413
3150,15.4,0.0508,39.6,0.0282593,120.51299999999999
4000,15.4,0.0508,39.6,0.0282593,118.113
5000,15.4,0.0508,39.6,0.0282593,114.45299999999999
6300,15.4,0.0508,39.6,0.0282593,109.663
200,15.4,0.0508,31.7,0.028985300000000002,119.975
250,15.4,0.0508,31.7,0.028985300000000002,121.225
315,15.4,0.0508,31.7,0.028985300000000002,122.845
400,15.4,0.0508,31.7,0.028985300000000002,123.705
500,15.4,0.0508,31.7,0.028985300000000002,123.695
630,15.4,0.0508,31.7,0.028985300000000002,124.685
800,15.4,0.0508,31.7,0.028985300000000002,125.555
1000,15.4,0.0508,31.7,0.028985300000000002,124.525
1250,15.4,0.0508,31.7,0.028985300000000002,123.255
1600,15.4,0.0508,31.7,0.028985300000000002,121.485
2000,15.4,0.0508,31.7,0.028985300000000002,120.835
2500,15.4,0.0508,31.7,0.028985300000000002,119.945
3150,15.4,0.0508,31.7,0.028985300000000002,118.045
4000,15.4,0.0508,31.7,0.028985300000000002,115.635
5000,15.4,0.0508,31.7,0.028985300000000002,112.355
6300,15.4,0.0508,31.7,0.028985300000000002,108.185
200,19.7,0.0508,71.3,0.034118300000000004,118.005
250,19.7,0.0508,71.3,0.034118300000000004,119.115
315,19.7,0.0508,71.3,0.034118300000000004,121.235
400,19.7,0.0508,71.3,0.034118300000000004,123.865
500,19.7,0.0508,71.3,0.034118300000000004,126.995
630,19.7,0.0508,71.3,0.034118300000000004,128.365
800,19.7,0.0508,71.3,0.034118300000000004,124.555
1000,19.7,0.0508,71.3,0.034118300000000004,121.885
1250,19.7,0.0508,71.3,0.034118300000000004,121.485
1600,19.7,0.0508,71.3,0.034118300000000004,120.575
2000,19.7,0.0508,71.3,0.034118300000000004,120.055
2500,19.7,0.0508,71.3,0.034118300000000004,118.385
3150,19.7,0.0508,71.3,0.034118300000000004,116.225
4000,19.7,0.0508,71.3,0.034118300000000004,113.045
200,19.7,0.0508,39.6,0.036483999999999996,125.97399999999999
250,19.7,0.0508,39.6,0.036483999999999996,127.22399999999999
315,19.7,0.0508,39.6,0.036483999999999996,129.864
400,19.7,0.0508,39.6,0.036483999999999996,130.614
500,19.7,0.0508,39.6,0.036483999999999996,128.444
630,19.7,0.0508,39.6,0.036483999999999996,120.324
800,19.7,0.0508,39.6,0.036483999999999996,119.17399999999999
1000,19.7,0.0508,39.6,0.036483999999999996,118.904
1250,19.7,0.0508,39.6,0.036483999999999996,118.634
1600,19.7,0.0508,39.6,0.036483999999999996,117.604
2000,19.7,0.0508,39.6,0.036483999999999996,117.72399999999999
2500,19.7,0.0508,39.6,0.036483999999999996,116.184
3150,19.7,0.0508,39.6,0.036483999999999996,113.00399999999999
4000,19.7,0.0508,39.6,0.036483999999999996,108.684
2500,0.0,0.0254,71.3,0.00040068199999999997,133.707
3150,0.0,0.0254,71.3,0.00040068199999999997,137.007
4000,0.0,0.0254,71.3,0.00040068199999999997,138.55700000000002
5000,0.0,0.0254,71.3,0.00040068199999999997,136.83700000000002
6300,0.0,0.0254,71.3,0.00040068199999999997,134.987
8000,0.0,0.0254,71.3,0.00040068199999999997,129.86700000000002
10000,0.0,0.0254,71.3,0.00040068199999999997,130.787
12500,0.0,0.0254,71.3,0.00040068199999999997,133.207
16000,0.0,0.0254,71.3,0.00040068199999999997,130.477
20000,0.0,0.0254,71.3,0.00040068199999999997,123.21700000000001
2000,0.0,0.0254,55.5,0.00041229,127.62299999999999
2500,0.0,0.0254,55.5,0.00041229,130.07299999999998
3150,0.0,0.0254,55.5,0.00041229,130.503
4000,0.0,0.0254,55.5,0.00041229,133.22299999999998
5000,0.0,0.0254,55.5,0.00041229,135.803
6300,0.0,0.0254,55.5,0.00041229,136.10299999999998
8000,0.0,0.0254,55.5,0.00041229,136.16299999999998
10000,0.0,0.0254,55.5,0.00041229,134.563
12500,0.0,0.0254,55.5,0.00041229,131.453
16000,0.0,0.0254,55.5,0.00041229,125.68299999999999
20000,0.0,0.0254,55.5,0.00041229,121.93299999999999
1600,0.0,0.0254,39.6,0.00042846400000000004,124.156
2000,0.0,0.0254,39.6,0.00042846400000000004,130.026
2500,0.0,0.0254,39.6,0.00042846400000000004,131.836
3150,0.0,0.0254,39.6,0.00042846400000000004,133.276
4000,0.0,0.0254,39.6,0.00042846400000000004,135.346
5000,0.0,0.0254,39.6,0.00042846400000000004,136.536
6300,0.0,0.0254,39.6,0.00042846400000000004,136.826
8000,0.0,0.0254,39.6,0.00042846400000000004,135.866
10000,0.0,0.0254,39.6,0.00042846400000000004,133.376
12500,0.0,0.0254,39.6,0.00042846400000000004,129.116
16000,0.0,0.0254,39.6,0.00042846400000000004,124.986
1000,0.0,0.0254,31.7,0.000439472,125.12700000000001
1250,0.0,0.0254,31.7,0.000439472,127.947
1600,0.0,0.0254,31.7,0.000439472,129.267
2000,0.0,0.0254,31.7,0.000439472,130.697
2500,0.0,0.0254,31.7,0.000439472,132.89700000000002
3150,0.0,0.0254,31.7,0.000439472,135.227
4000,0.0,0.0254,31.7,0.000439472,137.047
5000,0.0,0.0254,31.7,0.000439472,138.607
6300,0.0,0.0254,31.7,0.000439472,138.537
8000,0.0,0.0254,31.7,0.000439472,137.207
10000,0.0,0.0254,31.7,0.000439472,134.227
12500,0.0,0.0254,31.7,0.000439472,128.977
16000,0.0,0.0254,31.7,0.000439472,125.62700000000001
2000,4.8,0.0254,71.3,0.000848633,128.398
2500,4.8,0.0254,71.3,0.000848633,130.828
3150,4.8,0.0254,71.3,0.000848633,133.378
4000,4.8,0.0254,71.3,0.000848633,134.928
5000,4.8,0.0254,71.3,0.000848633,135.468
6300,4.8,0.0254,71.3,0.000848633,134.498
8000,4.8,0.0254,71.3,0.000848633,131.518
10000,4.8,0.0254,71.3,0.000848633,127.398
12500,4.8,0.0254,71.3,0.000848633,127.68799999999999
16000,4.8,0.0254,71.3,0.000848633,124.208
20000,4.8,0.0254,71.3,0.000848633,119.708
1600,4.8,0.0254,55.5,0.000873218,121.47399999999999
2000,4.8,0.0254,55.5,0.000873218,125.054
2500,4.8,0.0254,55.5,0.000873218,129.144
3150,4.8,0.0254,55.5,0.000873218,132.35399999999998
4000,4.8,0.0254,55.5,0.000873218,133.924
5000,4.8,0.0254,55.5,0.000873218,135.484
6300,4.8,0.0254,55.5,0.000873218,135.164
8000,4.8,0.0254,55.5,0.000873218,132.184
10000,4.8,0.0254,55.5,0.000873218,126.944
12500,4.8,0.0254,55.5,0.000873218,125.094
16000,4.8,0.0254,55.5,0.000873218,124.39399999999999
20000,4.8,0.0254,55.5,0.000873218,121.28399999999999
